from,to,weight,Color1,Title1
60753,6743,1,#f56600,clemson
60753,50756,1,#f56600,clemson
60753,58557,1,#f56600,clemson
60753,14937,1,#f56600,clemson
60753,52192,1,#f56600,clemson
60753,49296,1,#f56600,clemson
60753,4188,1,#f56600,clemson
60753,3515,1,#f56600,clemson
60753,2016,1,#f56600,clemson
60753,4026,1,#f56600,clemson
60753,50267,1,#f56600,clemson
60753,9235,1,#f56600,clemson
60753,9671,1,#f56600,clemson
60753,4613,1,#f56600,clemson
60753,6043,1,#f56600,clemson
60753,28678,1,#f56600,clemson
60753,5231,1,#f56600,clemson
60753,4841,1,#f56600,clemson
60753,44084,1,#f56600,clemson
60753,4515,1,#f56600,clemson
60753,56220,1,#f56600,clemson
60753,31735,1,#f56600,clemson
60753,29047,1,#f56600,clemson
60753,16128,1,#f56600,clemson
60753,34356,1,#f56600,clemson
60753,10482,1,#f56600,clemson
60753,5391,1,#f56600,clemson
60753,28569,1,#f56600,clemson
60753,28689,1,#f56600,clemson
60753,5047,1,#f56600,clemson
60753,34274,1,#f56600,clemson
60753,2349,1,#f56600,clemson
60753,36473,1,#f56600,clemson
60753,18136,1,#f56600,clemson
60753,6498,1,#f56600,clemson
60753,59925,1,#f56600,clemson
60753,60748,1,#f56600,clemson
60753,3236,1,#f56600,clemson
60753,59141,1,#f56600,clemson
60753,3890,1,#f56600,clemson
60753,48785,1,#f56600,clemson
60753,39564,1,#f56600,clemson
60753,15623,1,#f56600,clemson
60753,31409,1,#f56600,clemson
60753,24102,1,#f56600,clemson
60753,11203,1,#f56600,clemson
60753,56510,1,#f56600,clemson
60753,6399,1,#f56600,clemson
60753,8367,1,#f56600,clemson
60753,45836,1,#f56600,clemson
60753,14861,1,#f56600,clemson
60753,33329,1,#f56600,clemson
60753,46020,1,#f56600,clemson
60753,29514,1,#f56600,clemson
60753,44401,1,#f56600,clemson
60753,39913,1,#f56600,clemson
60753,36117,1,#f56600,clemson
60753,46008,1,#f56600,clemson
60753,44216,1,#f56600,clemson
60753,16692,1,#f56600,clemson
60753,46559,1,#f56600,clemson
60753,39612,1,#f56600,clemson
60753,18587,1,#f56600,clemson
60753,50948,1,#f56600,clemson
60753,30749,1,#f56600,clemson
60753,49251,1,#f56600,clemson
60753,45178,1,#f56600,clemson
60753,6047,1,#f56600,clemson
60753,56362,1,#f56600,clemson
60753,16066,1,#f56600,clemson
60753,51146,1,#f56600,clemson
60753,13930,1,#f56600,clemson
60753,14643,1,#f56600,clemson
60753,55228,1,#f56600,clemson
60753,28950,1,#f56600,clemson
60753,14212,1,#f56600,clemson
60753,5956,1,#f56600,clemson
60753,10254,1,#f56600,clemson
60753,60740,1,#f56600,clemson
60753,38466,1,#f56600,clemson
60753,5540,1,#f56600,clemson
60753,30610,1,#f56600,clemson
60753,7652,1,#f56600,clemson
60753,4624,1,#f56600,clemson
60753,55619,1,#f56600,clemson
60753,25783,1,#f56600,clemson
60753,46450,1,#f56600,clemson
60753,5262,1,#f56600,clemson
60753,40833,1,#f56600,clemson
60753,13903,1,#f56600,clemson
60753,38458,1,#f56600,clemson
60753,5333,1,#f56600,clemson
60753,2778,1,#f56600,clemson
60753,40549,1,#f56600,clemson
60753,13615,1,#f56600,clemson
60753,16640,1,#f56600,clemson
60753,15316,1,#f56600,clemson
60753,6834,1,#f56600,clemson
60753,3643,1,#f56600,clemson
60753,2134,1,#f56600,clemson
60753,49097,1,#f56600,clemson
60753,5475,1,#f56600,clemson
60753,14260,1,#f56600,clemson
60753,48068,1,#f56600,clemson
60753,40152,1,#f56600,clemson
60753,5955,1,#f56600,clemson
60753,4892,1,#f56600,clemson
60753,8561,1,#f56600,clemson
60753,48435,1,#f56600,clemson
60753,13723,1,#f56600,clemson
60753,15596,1,#f56600,clemson
60753,13443,1,#f56600,clemson
60753,10301,1,#f56600,clemson
60753,9144,1,#f56600,clemson
60753,48874,1,#f56600,clemson
60753,13769,1,#f56600,clemson
60753,13179,1,#f56600,clemson
60753,46735,1,#f56600,clemson
60753,17452,1,#f56600,clemson
60753,10458,1,#f56600,clemson
60753,13712,1,#f56600,clemson
60753,51863,1,#f56600,clemson
60753,48536,1,#f56600,clemson
60753,13079,1,#f56600,clemson
60753,52807,1,#f56600,clemson
60753,14948,1,#f56600,clemson
60753,6022,1,#f56600,clemson
60753,13066,1,#f56600,clemson
60753,39616,1,#f56600,clemson
60753,33932,1,#f56600,clemson
60753,56794,1,#f56600,clemson
60753,5951,1,#f56600,clemson
60753,46440,1,#f56600,clemson
60753,20499,1,#f56600,clemson
60753,44172,1,#f56600,clemson
60753,51869,1,#f56600,clemson
60753,49549,1,#f56600,clemson
60753,55286,1,#f56600,clemson
60753,45972,1,#f56600,clemson
60753,58410,1,#f56600,clemson
60753,13139,1,#f56600,clemson
60753,51267,1,#f56600,clemson
60753,56003,1,#f56600,clemson
60753,17801,1,#f56600,clemson
60753,17007,1,#f56600,clemson
60753,47843,1,#f56600,clemson
60753,35455,1,#f56600,clemson
60753,14170,1,#f56600,clemson
60753,59887,1,#f56600,clemson
60753,14655,1,#f56600,clemson
60753,13330,1,#f56600,clemson
60753,56756,1,#f56600,clemson
60753,44346,1,#f56600,clemson
60753,17030,1,#f56600,clemson
60753,47017,1,#f56600,clemson
60753,41011,1,#f56600,clemson
60753,5487,1,#f56600,clemson
60753,28711,1,#f56600,clemson
60753,17979,1,#f56600,clemson
60753,6664,1,#f56600,clemson
60753,11467,1,#f56600,clemson
60753,5009,1,#f56600,clemson
60753,8451,1,#f56600,clemson
60753,17635,1,#f56600,clemson
60753,5228,1,#f56600,clemson
60753,12704,1,#f56600,clemson
60753,9334,1,#f56600,clemson
60753,8752,1,#f56600,clemson
60753,7410,1,#f56600,clemson
60753,8496,1,#f56600,clemson
60753,25985,1,#f56600,clemson
60753,24849,1,#f56600,clemson
60753,3547,1,#f56600,clemson
60753,24500,1,#f56600,clemson
60753,11435,1,#f56600,clemson
60753,12815,1,#f56600,clemson
60753,7630,1,#f56600,clemson
60753,11586,1,#f56600,clemson
60753,44530,1,#f56600,clemson
60753,22679,1,#f56600,clemson
60753,37666,1,#f56600,clemson
60753,8978,1,#f56600,clemson
60753,24546,1,#f56600,clemson
60753,48131,1,#f56600,clemson
60753,52594,1,#f56600,clemson
60753,46829,1,#f56600,clemson
60753,17424,1,#f56600,clemson
60753,30483,1,#f56600,clemson
60753,13020,1,#f56600,clemson
60753,7836,1,#f56600,clemson
60753,46090,1,#f56600,clemson
60753,56181,1,#f56600,clemson
60753,23672,1,#f56600,clemson
60753,38924,1,#f56600,clemson
60753,35141,1,#f56600,clemson
60753,58213,1,#f56600,clemson
60753,13909,1,#f56600,clemson
60753,58354,1,#f56600,clemson
60753,16229,1,#f56600,clemson
60753,15481,1,#f56600,clemson
60753,40002,1,#f56600,clemson
60753,28161,1,#f56600,clemson
60753,27746,1,#f56600,clemson
60753,34967,1,#f56600,clemson
60753,8357,1,#f56600,clemson
60753,58091,1,#f56600,clemson
60753,7120,1,#f56600,clemson
60753,35845,1,#f56600,clemson
60753,27833,1,#f56600,clemson
60753,60479,1,#f56600,clemson
60753,43772,1,#f56600,clemson
60753,7235,1,#f56600,clemson
60753,2557,1,#f56600,clemson
60753,4687,1,#f56600,clemson
60753,5183,1,#f56600,clemson
60753,4977,1,#f56600,clemson
60753,24451,1,#f56600,clemson
60753,13549,1,#f56600,clemson
60753,58946,1,#f56600,clemson
60753,9383,1,#f56600,clemson
60753,6325,1,#f56600,clemson
60753,5190,1,#f56600,clemson
60753,35341,1,#f56600,clemson
60753,48319,1,#f56600,clemson
60753,5474,1,#f56600,clemson
60753,28851,1,#f56600,clemson
60753,55133,1,#f56600,clemson
60753,48782,1,#f56600,clemson
60753,3296,1,#f56600,clemson
60753,59118,1,#f56600,clemson
60753,4824,1,#f56600,clemson
60753,31966,1,#f56600,clemson
60753,3712,1,#f56600,clemson
60753,55828,1,#f56600,clemson
60753,5212,1,#f56600,clemson
60753,2556,1,#f56600,clemson
60753,43813,1,#f56600,clemson
60753,18670,1,#f56600,clemson
60753,59890,1,#f56600,clemson
60753,12296,1,#f56600,clemson
60753,25840,1,#f56600,clemson
60753,7092,1,#f56600,clemson
60753,4882,1,#f56600,clemson
60753,8735,1,#f56600,clemson
60753,4673,1,#f56600,clemson
60753,11447,1,#f56600,clemson
60753,50231,1,#f56600,clemson
60753,37562,1,#f56600,clemson
60753,3722,1,#f56600,clemson
60753,36554,1,#f56600,clemson
60753,57629,1,#f56600,clemson
60753,5969,1,#f56600,clemson
60753,44673,1,#f56600,clemson
60753,40842,1,#f56600,clemson
60753,37762,1,#f56600,clemson
60753,6890,1,#f56600,clemson
60753,39322,1,#f56600,clemson
60753,18699,1,#f56600,clemson
60753,9155,1,#f56600,clemson
60753,46722,1,#f56600,clemson
60753,14294,1,#f56600,clemson
60753,11067,1,#f56600,clemson
60753,14003,1,#f56600,clemson
60753,52571,1,#f56600,clemson
60753,13121,1,#f56600,clemson
60753,7758,1,#f56600,clemson
60753,12514,1,#f56600,clemson
60753,37299,1,#f56600,clemson
60753,50657,1,#f56600,clemson
60753,3008,1,#f56600,clemson
60753,52387,1,#f56600,clemson
60753,55242,1,#f56600,clemson
60753,59760,1,#f56600,clemson
60753,53327,1,#f56600,clemson
60753,46794,1,#f56600,clemson
60753,13470,1,#f56600,clemson
60753,35832,1,#f56600,clemson
60753,38518,1,#f56600,clemson
60753,13560,1,#f56600,clemson
60753,16306,1,#f56600,clemson
60753,45160,1,#f56600,clemson
60753,48716,1,#f56600,clemson
60753,11205,1,#f56600,clemson
60753,36958,1,#f56600,clemson
60753,13371,1,#f56600,clemson
60753,3553,1,#f56600,clemson
60753,13431,1,#f56600,clemson
60753,2228,1,#f56600,clemson
60753,20087,1,#f56600,clemson
60753,18855,1,#f56600,clemson
60753,16983,1,#f56600,clemson
60753,3681,1,#f56600,clemson
60753,5142,1,#f56600,clemson
60753,12464,1,#f56600,clemson
60753,49506,1,#f56600,clemson
60753,45162,1,#f56600,clemson
60753,18129,1,#f56600,clemson
60753,9749,1,#f56600,clemson
60753,12536,1,#f56600,clemson
60753,14788,1,#f56600,clemson
60753,4800,1,#f56600,clemson
60753,15901,1,#f56600,clemson
60753,29228,1,#f56600,clemson
60753,13488,1,#f56600,clemson
60753,4558,1,#f56600,clemson
60753,33542,1,#f56600,clemson
60753,7069,1,#f56600,clemson
60753,16711,1,#f56600,clemson
60753,9307,1,#f56600,clemson
60753,4748,1,#f56600,clemson
60753,9156,1,#f56600,clemson
60753,13795,1,#f56600,clemson
60753,58099,1,#f56600,clemson
60753,56993,1,#f56600,clemson
60753,8404,1,#f56600,clemson
60753,5552,1,#f56600,clemson
60753,40640,1,#f56600,clemson
60753,23513,1,#f56600,clemson
60753,13506,1,#f56600,clemson
60753,27868,1,#f56600,clemson
60753,10708,1,#f56600,clemson
60753,3767,1,#f56600,clemson
60753,9193,1,#f56600,clemson
60753,44234,1,#f56600,clemson
60753,46299,1,#f56600,clemson
60753,5248,1,#f56600,clemson
60753,11386,1,#f56600,clemson
60753,46520,1,#f56600,clemson
60753,15330,1,#f56600,clemson
60753,17800,1,#f56600,clemson
60753,50957,1,#f56600,clemson
60753,52191,1,#f56600,clemson
60753,18726,1,#f56600,clemson
60753,25977,1,#f56600,clemson
60753,20484,1,#f56600,clemson
60753,29093,1,#f56600,clemson
60753,57583,1,#f56600,clemson
60753,36213,1,#f56600,clemson
60753,4776,1,#f56600,clemson
60753,37618,1,#f56600,clemson
60753,35443,1,#f56600,clemson
60753,24335,1,#f56600,clemson
60753,13283,1,#f56600,clemson
60753,9189,1,#f56600,clemson
60753,11993,1,#f56600,clemson
60753,20148,1,#f56600,clemson
60753,58190,1,#f56600,clemson
60753,44162,1,#f56600,clemson
60753,19699,1,#f56600,clemson
60753,50571,1,#f56600,clemson
60753,6454,1,#f56600,clemson
60753,5392,1,#f56600,clemson
60753,59184,1,#f56600,clemson
60753,60781,1,#f56600,clemson
60753,43443,1,#f56600,clemson
60753,57423,1,#f56600,clemson
60753,5584,1,#f56600,clemson
60753,46092,1,#f56600,clemson
60753,3488,1,#f56600,clemson
60753,10281,1,#f56600,clemson
60753,53299,1,#f56600,clemson
60753,4652,1,#f56600,clemson
60753,56414,1,#f56600,clemson
60753,2723,1,#f56600,clemson
60753,6996,1,#f56600,clemson
60753,7576,1,#f56600,clemson
60753,4561,1,#f56600,clemson
60753,53311,1,#f56600,clemson
60753,53130,1,#f56600,clemson
60753,2487,1,#f56600,clemson
60753,15882,1,#f56600,clemson
60753,33737,1,#f56600,clemson
36675,33982,1,#990000,usc
60753,9552,1,#f56600,clemson
60753,5611,1,#f56600,clemson
60753,6863,1,#f56600,clemson
60753,24484,1,#f56600,clemson
60753,6519,1,#f56600,clemson
60753,5390,1,#f56600,clemson
60753,5755,1,#f56600,clemson
60753,6747,1,#f56600,clemson
60753,57576,1,#f56600,clemson
60753,13349,1,#f56600,clemson
60753,4959,1,#f56600,clemson
60753,25991,1,#f56600,clemson
60753,6572,1,#f56600,clemson
60753,6535,1,#f56600,clemson
60753,9074,1,#f56600,clemson
60753,3148,1,#f56600,clemson
60753,42676,1,#f56600,clemson
60753,13566,1,#f56600,clemson
60753,5166,1,#f56600,clemson
60753,6680,1,#f56600,clemson
60753,28918,1,#f56600,clemson
60753,6506,1,#f56600,clemson
60753,2166,1,#f56600,clemson
60753,35567,1,#f56600,clemson
60753,6291,1,#f56600,clemson
60753,30900,1,#f56600,clemson
60753,10875,1,#f56600,clemson
60753,14804,1,#f56600,clemson
60753,2651,1,#f56600,clemson
60753,50342,1,#f56600,clemson
60753,46858,1,#f56600,clemson
60753,2967,1,#f56600,clemson
60753,51321,1,#f56600,clemson
60753,39271,1,#f56600,clemson
60753,9897,1,#f56600,clemson
60753,8459,1,#f56600,clemson
60753,18899,1,#f56600,clemson
60753,4961,1,#f56600,clemson
60753,12150,1,#f56600,clemson
60753,27910,1,#f56600,clemson
60753,25730,1,#f56600,clemson
60753,46792,1,#f56600,clemson
60753,7864,1,#f56600,clemson
60753,9171,1,#f56600,clemson
60753,5811,1,#f56600,clemson
60753,44237,1,#f56600,clemson
60753,9716,1,#f56600,clemson
60753,37271,1,#f56600,clemson
60753,4795,1,#f56600,clemson
60753,9397,1,#f56600,clemson
60753,13504,1,#f56600,clemson
60753,2075,1,#f56600,clemson
60753,41550,1,#f56600,clemson
60753,18286,1,#f56600,clemson
60753,47268,1,#f56600,clemson
60753,13744,1,#f56600,clemson
60753,10506,1,#f56600,clemson
60753,29180,1,#f56600,clemson
60753,43606,1,#f56600,clemson
60753,20046,1,#f56600,clemson
60753,8721,1,#f56600,clemson
60753,13680,1,#f56600,clemson
60753,2345,1,#f56600,clemson
60753,42402,1,#f56600,clemson
60753,6992,1,#f56600,clemson
60753,6052,1,#f56600,clemson
60753,13974,1,#f56600,clemson
60753,43107,1,#f56600,clemson
60753,48911,1,#f56600,clemson
60753,56596,1,#f56600,clemson
60753,4474,1,#f56600,clemson
60753,35881,1,#f56600,clemson
60753,8447,1,#f56600,clemson
60753,20294,1,#f56600,clemson
60753,5671,1,#f56600,clemson
60753,6347,1,#f56600,clemson
60753,28996,1,#f56600,clemson
60753,14267,1,#f56600,clemson
60753,6745,1,#f56600,clemson
60753,2643,1,#f56600,clemson
60753,11568,1,#f56600,clemson
60753,15722,1,#f56600,clemson
60753,14173,1,#f56600,clemson
60753,2307,1,#f56600,clemson
60753,13664,1,#f56600,clemson
60753,11694,1,#f56600,clemson
60753,35125,1,#f56600,clemson
60753,9601,1,#f56600,clemson
60753,39551,1,#f56600,clemson
60753,7902,1,#f56600,clemson
60753,38733,1,#f56600,clemson
38523,38733,1,#8b1f41,asu
60753,17730,1,#f56600,clemson
60753,14533,1,#f56600,clemson
60753,5832,1,#f56600,clemson
60753,18683,1,#f56600,clemson
60753,6881,1,#f56600,clemson
60753,4236,1,#f56600,clemson
60753,5348,1,#f56600,clemson
60753,24069,1,#f56600,clemson
60753,9442,1,#f56600,clemson
60753,25827,1,#f56600,clemson
60753,44624,1,#f56600,clemson
60753,6621,1,#f56600,clemson
60753,3975,1,#f56600,clemson
60753,9194,1,#f56600,clemson
60753,3396,1,#f56600,clemson
60753,5500,1,#f56600,clemson
60753,4323,1,#f56600,clemson
60753,23816,1,#f56600,clemson
60753,4240,1,#f56600,clemson
60753,37181,1,#f56600,clemson
60753,17532,1,#f56600,clemson
60753,15782,1,#f56600,clemson
60753,44097,1,#f56600,clemson
60753,45143,1,#f56600,clemson
60753,43957,1,#f56600,clemson
60753,50660,1,#f56600,clemson
60753,39829,1,#f56600,clemson
60753,3879,1,#f56600,clemson
60753,55167,1,#f56600,clemson
60753,57351,1,#f56600,clemson
60753,6252,1,#f56600,clemson
60753,53001,1,#f56600,clemson
60753,16828,1,#f56600,clemson
60753,26045,1,#f56600,clemson
60753,24620,1,#f56600,clemson
60753,6761,1,#f56600,clemson
60753,49624,1,#f56600,clemson
60753,45027,1,#f56600,clemson
60753,1968,1,#f56600,clemson
60753,56770,1,#f56600,clemson
60753,44437,1,#f56600,clemson
60753,36032,1,#f56600,clemson
60753,57623,1,#f56600,clemson
60753,56404,1,#f56600,clemson
60753,14540,1,#f56600,clemson
60753,23710,1,#f56600,clemson
60753,22817,1,#f56600,clemson
60753,28931,1,#f56600,clemson
60753,7281,1,#f56600,clemson
60753,49449,1,#f56600,clemson
60753,24099,1,#f56600,clemson
60753,50995,1,#f56600,clemson
60753,3751,1,#f56600,clemson
60753,25543,1,#f56600,clemson
60753,27572,1,#f56600,clemson
60753,50949,1,#f56600,clemson
60753,11218,1,#f56600,clemson
60753,10585,1,#f56600,clemson
60753,13084,1,#f56600,clemson
60753,55457,1,#f56600,clemson
60753,12073,1,#f56600,clemson
60753,56170,1,#f56600,clemson
60753,56060,1,#f56600,clemson
60753,56337,1,#f56600,clemson
60753,13558,1,#f56600,clemson
60753,37006,1,#f56600,clemson
60753,46793,1,#f56600,clemson
60753,8012,1,#f56600,clemson
60753,9079,1,#f56600,clemson
60753,16580,1,#f56600,clemson
60753,1744,1,#f56600,clemson
60753,32018,1,#f56600,clemson
60753,11555,1,#f56600,clemson
60753,30185,1,#f56600,clemson
60753,7429,1,#f56600,clemson
60753,2407,1,#f56600,clemson
60753,48982,1,#f56600,clemson
60753,44573,1,#f56600,clemson
60753,27665,1,#f56600,clemson
60753,9866,1,#f56600,clemson
60753,27782,1,#f56600,clemson
60753,24225,1,#f56600,clemson
60753,51037,1,#f56600,clemson
60753,48891,1,#f56600,clemson
60753,18665,1,#f56600,clemson
60753,56367,1,#f56600,clemson
60753,56448,1,#f56600,clemson
60753,37684,1,#f56600,clemson
60753,57417,1,#f56600,clemson
60753,15111,1,#f56600,clemson
60753,13218,1,#f56600,clemson
60753,36512,1,#f56600,clemson
60753,25521,1,#f56600,clemson
60753,10658,1,#f56600,clemson
60753,47133,1,#f56600,clemson
60753,9065,1,#f56600,clemson
60753,17938,1,#f56600,clemson
60753,17390,1,#f56600,clemson
60753,40968,1,#f56600,clemson
60753,52956,1,#f56600,clemson
60753,46030,1,#f56600,clemson
60753,9545,1,#f56600,clemson
60753,15467,1,#f56600,clemson
60753,33909,1,#f56600,clemson
60753,44469,1,#f56600,clemson
60753,16996,1,#f56600,clemson
60753,48257,1,#f56600,clemson
60753,44182,1,#f56600,clemson
60753,8552,1,#f56600,clemson
60753,9672,1,#f56600,clemson
60753,9798,1,#f56600,clemson
60753,13198,1,#f56600,clemson
60753,57432,1,#f56600,clemson
60753,31859,1,#f56600,clemson
60753,9679,1,#f56600,clemson
60753,25455,1,#f56600,clemson
60753,25410,1,#f56600,clemson
60753,9177,1,#f56600,clemson
60753,55467,1,#f56600,clemson
60753,24394,1,#f56600,clemson
60753,14870,1,#f56600,clemson
60753,38412,1,#f56600,clemson
60753,6911,1,#f56600,clemson
60753,42218,1,#f56600,clemson
60753,44751,1,#f56600,clemson
60753,18095,1,#f56600,clemson
60753,46149,1,#f56600,clemson
60753,44089,1,#f56600,clemson
60753,39720,1,#f56600,clemson
60753,7962,1,#f56600,clemson
60753,40962,1,#f56600,clemson
60753,15486,1,#f56600,clemson
60753,19835,1,#f56600,clemson
60753,24091,1,#f56600,clemson
60753,9578,1,#f56600,clemson
60753,48475,1,#f56600,clemson
60753,49525,1,#f56600,clemson
60753,24748,1,#f56600,clemson
60753,45993,1,#f56600,clemson
60753,48862,1,#f56600,clemson
60753,17811,1,#f56600,clemson
60753,10880,1,#f56600,clemson
60753,7010,1,#f56600,clemson
60753,39198,1,#f56600,clemson
60753,42555,1,#f56600,clemson
60753,48613,1,#f56600,clemson
60753,17996,1,#f56600,clemson
60753,12982,1,#f56600,clemson
60753,27565,1,#f56600,clemson
60753,24379,1,#f56600,clemson
60753,46729,1,#f56600,clemson
60753,56248,1,#f56600,clemson
60753,20272,1,#f56600,clemson
60753,45991,1,#f56600,clemson
60753,44355,1,#f56600,clemson
60753,6980,1,#f56600,clemson
60753,30217,1,#f56600,clemson
60753,60662,1,#f56600,clemson
60753,30199,1,#f56600,clemson
60753,49451,1,#f56600,clemson
60753,52729,1,#f56600,clemson
60753,39883,1,#f56600,clemson
60753,13221,1,#f56600,clemson
60753,8489,1,#f56600,clemson
60753,44112,1,#f56600,clemson
60753,12633,1,#f56600,clemson
60753,26034,1,#f56600,clemson
60753,19678,1,#f56600,clemson
60753,5908,1,#f56600,clemson
60753,13424,1,#f56600,clemson
60753,22922,1,#f56600,clemson
60753,51750,1,#f56600,clemson
60753,13668,1,#f56600,clemson
60753,18123,1,#f56600,clemson
60753,16959,1,#f56600,clemson
60753,15745,1,#f56600,clemson
60753,33340,1,#f56600,clemson
60753,39306,1,#f56600,clemson
60753,14482,1,#f56600,clemson
60753,48684,1,#f56600,clemson
60753,48410,1,#f56600,clemson
60753,57078,1,#f56600,clemson
60753,36719,1,#f56600,clemson
60753,19952,1,#f56600,clemson
60753,45300,1,#f56600,clemson
60753,51727,1,#f56600,clemson
60753,10799,1,#f56600,clemson
60753,28593,1,#f56600,clemson
60753,50591,1,#f56600,clemson
60753,48093,1,#f56600,clemson
60753,37315,1,#f56600,clemson
60753,31404,1,#f56600,clemson
60753,25718,1,#f56600,clemson
60753,44827,1,#f56600,clemson
60753,49528,1,#f56600,clemson
60753,57535,1,#f56600,clemson
60753,50218,1,#f56600,clemson
60753,10183,1,#f56600,clemson
60753,13328,1,#f56600,clemson
60753,17315,1,#f56600,clemson
60753,49479,1,#f56600,clemson
60753,13173,1,#f56600,clemson
60753,52404,1,#f56600,clemson
60753,50270,1,#f56600,clemson
60753,3573,1,#f56600,clemson
60753,15938,1,#f56600,clemson
60753,41685,1,#f56600,clemson
60753,30706,1,#f56600,clemson
60753,34791,1,#f56600,clemson
60753,18099,1,#f56600,clemson
60753,7794,1,#f56600,clemson
60753,29293,1,#f56600,clemson
60753,47483,1,#f56600,clemson
60753,7277,1,#f56600,clemson
60753,21068,1,#f56600,clemson
60753,50413,1,#f56600,clemson
60753,57545,1,#f56600,clemson
60753,7742,1,#f56600,clemson
60753,52753,1,#f56600,clemson
60753,25632,1,#f56600,clemson
60753,11002,1,#f56600,clemson
60753,10465,1,#f56600,clemson
60753,16610,1,#f56600,clemson
60753,12708,1,#f56600,clemson
60753,7050,1,#f56600,clemson
60753,22925,1,#f56600,clemson
60753,39950,1,#f56600,clemson
60753,50941,1,#f56600,clemson
60753,33546,1,#f56600,clemson
60753,47989,1,#f56600,clemson
60753,35306,1,#f56600,clemson
60753,47719,1,#f56600,clemson
60753,52723,1,#f56600,clemson
60753,57099,1,#f56600,clemson
60753,44399,1,#f56600,clemson
60753,50613,1,#f56600,clemson
60753,57201,1,#f56600,clemson
60753,57047,1,#f56600,clemson
60753,56741,1,#f56600,clemson
60753,48916,1,#f56600,clemson
60753,15242,1,#f56600,clemson
60753,42618,1,#f56600,clemson
60753,38495,1,#f56600,clemson
60753,48359,1,#f56600,clemson
60753,16376,1,#f56600,clemson
60753,2234,1,#f56600,clemson
60753,33678,1,#f56600,clemson
24660,24667,1,#f56600,clemson
60753,38397,1,#f56600,clemson
60753,18015,1,#f56600,clemson
60753,56338,1,#f56600,clemson
60753,23498,1,#f56600,clemson
60753,13147,1,#f56600,clemson
60753,36655,1,#f56600,clemson
60753,50453,1,#f56600,clemson
60753,14670,1,#f56600,clemson
60753,49227,1,#f56600,clemson
60753,53394,1,#f56600,clemson
60753,7486,1,#f56600,clemson
60753,48409,1,#f56600,clemson
60753,33643,1,#f56600,clemson
60753,29495,1,#f56600,clemson
60753,31349,1,#f56600,clemson
60753,26078,1,#f56600,clemson
60753,50451,1,#f56600,clemson
60753,38678,1,#f56600,clemson
60753,9637,1,#f56600,clemson
60753,50364,1,#f56600,clemson
60753,33435,1,#f56600,clemson
60753,56453,1,#f56600,clemson
60753,44027,1,#f56600,clemson
60753,13425,1,#f56600,clemson
60753,46562,1,#f56600,clemson
60753,22805,1,#f56600,clemson
60753,12988,1,#f56600,clemson
60753,57032,1,#f56600,clemson
60753,23671,1,#f56600,clemson
60753,24256,1,#f56600,clemson
60753,44077,1,#f56600,clemson
60753,35806,1,#f56600,clemson
60753,6956,1,#f56600,clemson
60753,52942,1,#f56600,clemson
60753,34221,1,#f56600,clemson
60753,44791,1,#f56600,clemson
60753,48099,1,#f56600,clemson
60753,32106,1,#f56600,clemson
60753,52396,1,#f56600,clemson
60753,24013,1,#f56600,clemson
60753,18302,1,#f56600,clemson
